state_(land),district_(kreis),regional_designation,municipality_name_(gemeindename),municipality_designation,area_km2,population_total,male,female,per_km2,postal_code,longitude,latitude
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Kankelau,,4.21,229,113,116,54,21514,"10,56832","53,549311"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Kasseburg,,7.89,598,284,314,76,22929,"10,415399","53,567213"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Köthel,,1.52,298,145,153,196,22929,"10,510002","53,606936"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Kollow,,8.21,620,296,324,76,21527,"10,458784","53,463155"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Kuddewörde,,7.35,1696,805,891,231,22958,"10,401901","53,587291"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Möhnsen,,7.47,543,268,275,73,21493,"10,469197","53,559974"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Mühlenrade,,3.74,219,118,101,59,21493,"10,48775","53,595838"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Sahms,,5.94,469,232,237,79,21493,"10,532723","53,525807"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Duvensee,,12.39,553,263,290,45,23898,"10,568351","53,693029"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Grinau,,2.74,294,148,146,107,23847,"10,549505","53,775447"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Groß Boden,,2.70,222,117,105,82,23847,"10,452871","53,752722"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Groß Schenkenberg,,6.52,584,281,303,90,23860,"10,56488","53,793492"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Klinkrade,,7.40,615,286,329,83,23898,"10,55033","53,716092"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Koberg,,11.98,786,397,389,66,23881,"10,52596","53,639594"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Kühsen,,7.28,357,181,176,49,23898,"10,615824","53,682661"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Labenz,,5.75,891,441,450,155,23898,"10,524596","53,708352"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Lankau,,19.12,453,234,219,24,23881,"10,665636","53,667879"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Linau,,9.66,1222,615,607,127,22959,"10,46755","53,643933"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Lüchow,,4.61,297,137,160,64,23898,"10,529518","53,690744"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Nusse,,6.22,1171,573,598,188,23896,"10,575979","53,65908"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Panten,,13.83,666,318,348,48,23896,"10,61977","53,664571"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Poggensee,,5.44,383,199,184,70,23896,"10,579484","53,640102"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Ritzerau,,11.11,301,149,152,27,23896,"10,567545","53,663003"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Sandesneben,,6.13,1880,943,937,307,23898,"10,496793","53,68797"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Schiphorst,,8.15,683,336,347,84,23847,"10,461627","53,708361"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Schönberg,,14.77,1434,740,694,97,22929,"10,433054","53,677154"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Schürensöhlen,,2.75,158,79,79,57,23847,"10,47204","53,763455"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Siebenbäumen,,8.82,598,318,280,68,23847,"10,525162","53,749557"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Sirksfelde,,8.62,347,179,168,40,23898,"10,509773","53,66533"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Steinhorst,,16.29,581,288,293,36,23847,"10,48343","53,719989"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Stubben,,5.33,384,186,198,72,23847,"10,43068","53,732928"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Walksfelde,,3.51,227,109,118,65,23896,"10,575101","53,631901"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Wentorf (Amt Sandesneben),,4.99,718,378,340,144,23898,"10,474911","53,67663"
Schleswig-Holstein,Herzogtum Lauenburg,Kreis,Sachsenwald (Forstgutsbez.),gemfr.Geb.,58.49,0,0,0,0,21521,"10,373262","53,530995"
Schleswig-Holstein,Nordfriesland,Kreis,Friedrichstadt, Stadt,4.02,2558,1206,1352,636,25840,"9,087943","54,37346"
Schleswig-Holstein,Nordfriesland,Kreis,Husum, Stadt,25.80,23960,11498,12462,929,25813,"9,051328","54,476434"
Schleswig-Holstein,Nordfriesland,Kreis,Reußenköge,,45.91,304,154,150,7,25821,"8,883096","54,620428"
Schleswig-Holstein,Nordfriesland,Kreis,Tönning, Stadt,44.43,4831,2378,2453,109,25832,"8,941868","54,31662"
Schleswig-Holstein,Nordfriesland,Kreis,Sylt,,57.31,14356,6840,7516,250,25980,"8,30875","54,90786"
Schleswig-Holstein,Nordfriesland,Kreis,Garding, Kirchspiel,14.89,318,151,167,21,25836,"8,78356","54,317383"
Schleswig-Holstein,Nordfriesland,Kreis,Garding, Stadt,3.06,2773,1351,1422,906,25836,"8,778217","54,327962"
Schleswig-Holstein,Nordfriesland,Kreis,Grothusenkoog,,3.27,26,13,13,8,25836,"8,759033","54,302739"
Schleswig-Holstein,Nordfriesland,Kreis,Katharinenheerd,,8.41,176,92,84,21,25836,"8,828074","54,335199"
Schleswig-Holstein,Nordfriesland,Kreis,Kotzenbüll,,7.77,182,94,88,23,25832,"8,905393","54,332136"
Schleswig-Holstein,Nordfriesland,Kreis,Norderfriedrichskoog,,5.31,48,27,21,9,25870,"8,893583","54,400271"
Schleswig-Holstein,Nordfriesland,Kreis,Oldenswort,,45.84,1268,614,654,28,25870,"8,94255","54,372931"
Schleswig-Holstein,Nordfriesland,Kreis,Osterhever,,18.50,215,104,111,12,25836,"8,765219","54,385302"
Schleswig-Holstein,Nordfriesland,Kreis,Poppenbüll,,15.52,237,120,117,15,25836,"8,761168","54,361585"
Schleswig-Holstein,Nordfriesland,Kreis,Sankt Peter-Ording,,28.35,3724,1708,2016,131,25826,"8,640495","54,302281"
Schleswig-Holstein,Nordfriesland,Kreis,Tating,,29.49,991,496,495,34,25881,"8,708512","54,325497"
Schleswig-Holstein,Nordfriesland,Kreis,Tetenbüll,,36.42,590,284,306,16,25882,"8,828234","54,352013"
Schleswig-Holstein,Nordfriesland,Kreis,Tümlauer Koog,,6.20,106,56,50,17,25881,"8,689757","54,348337"
Schleswig-Holstein,Nordfriesland,Kreis,Vollerwiek,,4.62,212,99,113,46,25836,"8,794694","54,290681"
Schleswig-Holstein,Nordfriesland,Kreis,Welt,,8.20,187,88,99,23,25836,"8,79406","54,302402"
Schleswig-Holstein,Nordfriesland,Kreis,Westerhever,,13.32,91,46,45,7,25881,"8,67563","54,382315"
Schleswig-Holstein,Nordfriesland,Kreis,Hörnum (Sylt),,5.64,844,452,392,150,25997,"8,287218","54,756098"
Schleswig-Holstein,Nordfriesland,Kreis,Kampen (Sylt),,8.43,517,257,260,61,25999,"8,342294","54,955508"
Schleswig-Holstein,Nordfriesland,Kreis,List auf Sylt,,18.42,1481,752,729,80,25992,"8,436183","55,020026"
Schleswig-Holstein,Nordfriesland,Kreis,Wenningstedt-Braderup (Sylt),,6.16,1422,702,720,231,25996,"8,319785","54,931063"
Schleswig-Holstein,Nordfriesland,Kreis,Ahrenviöl,,10.11,528,270,258,52,25885,"9,206895","54,531254"
Schleswig-Holstein,Nordfriesland,Kreis,Ahrenviölfeld,,7.29,227,110,117,31,25885,"9,274084","54,534607"
Schleswig-Holstein,Nordfriesland,Kreis,Behrendorf,,15.29,570,305,265,37,25850,"9,223509","54,565192"
Schleswig-Holstein,Nordfriesland,Kreis,Bondelum,,9.18,179,89,90,19,25850,"9,26682","54,556555"
Schleswig-Holstein,Nordfriesland,Kreis,Haselund,,12.79,945,491,454,74,25855,"9,182961","54,591683"
Schleswig-Holstein,Nordfriesland,Kreis,Immenstedt,,14.61,692,339,353,47,25885,"9,162503","54,541449"
Schleswig-Holstein,Nordfriesland,Kreis,Löwenstedt,,19.62,705,365,340,36,25864,"9,174887","54,621612"
Schleswig-Holstein,Nordfriesland,Kreis,Norstedt,,13.50,386,196,190,29,25884,"9,129313","54,588429"
Schleswig-Holstein,Nordfriesland,Kreis,Oster-Ohrstedt,,11.29,669,330,339,59,25885,"9,227445","54,514539"
Schleswig-Holstein,Nordfriesland,Kreis,Schwesing,,15.63,928,455,473,59,25813,"9,134622","54,493899"
Schleswig-Holstein,Nordfriesland,Kreis,Sollwitt,,10.95,302,163,139,28,25884,"9,228482","54,594606"
Schleswig-Holstein,Nordfriesland,Kreis,Viöl,,18.96,2280,1132,1148,120,25884,"9,180557","54,568875"
Schleswig-Holstein,Nordfriesland,Kreis,Wester-Ohrstedt,,18.54,1127,584,543,61,25885,"9,190063","54,507226"
Schleswig-Holstein,Nordfriesland,Kreis,Gröde,,2.52,7,4,3,3,25869,"8,717443","54,631686"
Schleswig-Holstein,Nordfriesland,Kreis,Hallig Hooge,,5.78,107,53,54,19,25859,"8,550938","54,566389"
Schleswig-Holstein,Nordfriesland,Kreis,Langeneß,,11.57,126,61,65,11,25863,"8,594129","54,637917"
Schleswig-Holstein,Nordfriesland,Kreis,Pellworm,,37.45,1200,571,629,32,25849,"8,686238","54,518632"
Schleswig-Holstein,Nordfriesland,Kreis,Alkersum,,9.07,403,196,207,44,25938,"8,511244","54,708245"
Schleswig-Holstein,Nordfriesland,Kreis,Borgsum,,5.51,309,158,151,56,25938,"8,460009","54,699989"
Schleswig-Holstein,Nordfriesland,Kreis,Dunsum,,2.72,75,40,35,28,25938,"8,414572","54,730715"
Schleswig-Holstein,Nordfriesland,Kreis,Midlum,,8.50,452,211,241,53,25938,"8,518625","54,714878"
Schleswig-Holstein,Nordfriesland,Kreis,Nebel,,11.95,908,442,466,76,25946,"8,353658","54,650612"
Schleswig-Holstein,Nordfriesland,Kreis,Nieblum,,7.86,548,262,286,70,25938,"8,489439","54,691947"
Schleswig-Holstein,Nordfriesland,Kreis,Norddorf auf Amrum,,5.89,538,255,283,91,25946,"8,332935","54,679638"
Schleswig-Holstein,Nordfriesland,Kreis,Oevenum,,10.87,450,216,234,41,25938,"8,530541","54,710109"
Schleswig-Holstein,Nordfriesland,Kreis,Oldsum,,13.31,557,259,298,42,25938,"8,447735","54,732075"
Schleswig-Holstein,Nordfriesland,Kreis,Süderende,,2.59,186,92,94,72,25938,"8,439339","54,725601"
Schleswig-Holstein,Nordfriesland,Kreis,Utersum,,5.26,388,181,207,74,25938,"8,407243","54,714455"
Schleswig-Holstein,Nordfriesland,Kreis,Witsum,,1.59,41,22,19,26,25938,"8,44106","54,698516"
Schleswig-Holstein,Nordfriesland,Kreis,Wittdün auf Amrum,,2.61,776,355,421,297,25946,"8,392971","54,626534"
Schleswig-Holstein,Nordfriesland,Kreis,Wrixum,,7.56,583,281,302,77,25938,"8,549002","54,699012"
Schleswig-Holstein,Nordfriesland,Kreis,Wyk auf Föhr, Stadt,8.08,4159,1948,2211,515,25938,"8,567212","54,691093"
Schleswig-Holstein,Nordfriesland,Kreis,Achtrup,,29.90,1555,806,749,52,25917,"9,028319","54,788981"
Schleswig-Holstein,Nordfriesland,Kreis,Aventoft,,14.47,404,203,201,28,25927,"8,822142","54,901249"
Schleswig-Holstein,Nordfriesland,Kreis,Bosbüll,,6.33,277,141,136,44,25899,"8,860437","54,822786"
Schleswig-Holstein,Nordfriesland,Kreis,Braderup,,13.35,665,350,315,50,25923,"8,890308","54,835624"
Schleswig-Holstein,Nordfriesland,Kreis,Bramstedtlund,,13.85,218,115,103,16,25926,"9,08724","54,840025"
Schleswig-Holstein,Nordfriesland,Kreis,Dagebüll,,36.92,932,458,474,25,25899,"8,706381","54,730209"
Schleswig-Holstein,Nordfriesland,Kreis,Ellhöft,,7.82,105,51,54,13,25923,"8,957598","54,888824"
Schleswig-Holstein,Nordfriesland,Kreis,Friedrich-Wilhelm-Lübke-Koog,,13.49,166,80,86,12,25924,"8,631939","54,862372"
Schleswig-Holstein,Nordfriesland,Kreis,Holm,,4.00,98,46,52,25,25923,"8,860525","54,831367"
Schleswig-Holstein,Nordfriesland,Kreis,Humptrup,,16.99,754,368,386,44,25923,"8,864538","54,863199"
Schleswig-Holstein,Nordfriesland,Kreis,Karlum,,14.46,212,100,112,15,25926,"8,975269","54,828646"
Schleswig-Holstein,Nordfriesland,Kreis,Klanxbüll,,10.63,1011,474,537,95,25924,"8,679546","54,864348"
Schleswig-Holstein,Nordfriesland,Kreis,Klixbüll,,17.44,1051,517,534,60,25899,"8,882448","54,805242"
Schleswig-Holstein,Nordfriesland,Kreis,Ladelund,,24.09,1454,715,739,60,25926,"9,025311","54,84075"
Schleswig-Holstein,Nordfriesland,Kreis,Leck,,29.79,7867,3817,4050,264,25917,"8,974572","54,771914"
Schleswig-Holstein,Nordfriesland,Kreis,Lexgaard,,5.24,58,36,22,11,25923,"8,943493","54,832022"
Schleswig-Holstein,Nordfriesland,Kreis,Neukirchen,,31.58,1145,576,569,36,25927,"8,73388","54,868905"
Schleswig-Holstein,Nordfriesland,Kreis,Niebüll, Stadt,30.63,10166,4863,5303,332,25899,"8,829499","54,788141"
Schleswig-Holstein,Nordfriesland,Kreis,Risum-Lindholm,,36.03,3910,1877,2033,109,25920,"8,875515","54,761513"
Schleswig-Holstein,Nordfriesland,Kreis,Rodenäs,,19.84,392,202,190,20,25924,"8,70031","54,888387"
Schleswig-Holstein,Nordfriesland,Kreis,Sprakebüll,,11.37,288,156,132,25,25917,"9,077168","54,775904"
Schleswig-Holstein,Nordfriesland,Kreis,Stadum,,19.74,924,484,440,47,25917,"9,050473","54,736011"
Schleswig-Holstein,Nordfriesland,Kreis,Stedesand,,15.19,890,442,448,59,25920,"8,925525","54,738139"
Schleswig-Holstein,Nordfriesland,Kreis,Süderlügum,,26.59,2316,1149,1167,87,25923,"8,907944","54,872427"
Schleswig-Holstein,Nordfriesland,Kreis,Tinningstedt,,8.91,242,113,129,27,25917,"8,929787","54,811247"
Schleswig-Holstein,Nordfriesland,Kreis,Uphusum,,7.06,353,168,185,50,25923,"8,849901","54,841901"
Schleswig-Holstein,Nordfriesland,Kreis,Westre,,19.14,354,172,182,18,25926,"8,987549","54,856605"
Schleswig-Holstein,Nordfriesland,Kreis,Galmsbüll,,49.05,534,272,262,11,25899,"8,732055","54,775694"
Schleswig-Holstein,Nordfriesland,Kreis,Emmelsbüll-Horsbüll,,35.73,909,456,453,25,25924,"8,692601","54,811403"
Schleswig-Holstein,Nordfriesland,Kreis,Enge-Sande,,24.82,1180,586,594,48,25917,"8,98049","54,726675"
Schleswig-Holstein,Nordfriesland,Kreis,Arlewatt,,5.57,347,185,162,62,25860,"9,083426","54,539223"
Schleswig-Holstein,Nordfriesland,Kreis,Drage,,16.33,656,297,359,40,25878,"9,160731","54,354509"
Schleswig-Holstein,Nordfriesland,Kreis,Elisabeth-Sophien-Koog,,5.18,60,25,35,12,25845,"8,879592","54,510068"
Schleswig-Holstein,Nordfriesland,Kreis,Fresendelf,,2.60,84,44,40,32,25876,"9,248765","54,39338"
Schleswig-Holstein,Nordfriesland,Kreis,Hattstedt,,7.01,2605,1267,1338,372,25856,"9,02454","54,528049"
Schleswig-Holstein,Nordfriesland,Kreis,Hattstedtermarsch,,35.29,295,171,124,8,25856,"8,964562","54,554793"
Schleswig-Holstein,Nordfriesland,Kreis,Horstedt,,11.70,805,410,395,69,25860,"9,069038","54,525582"
Schleswig-Holstein,Nordfriesland,Kreis,Hude,,3.54,175,87,88,49,25876,"9,215821","54,387212"
Schleswig-Holstein,Nordfriesland,Kreis,Koldenbüttel,,25.80,921,444,477,36,25840,"9,065906","54,384849"
Schleswig-Holstein,Nordfriesland,Kreis,Mildstedt,,8.71,3924,1858,2066,451,25866,"9,094038","54,463492"
Schleswig-Holstein,Nordfriesland,Kreis,Nordstrand,,57.26,2289,1110,1179,40,25845,"8,860249","54,484823"
Schleswig-Holstein,Nordfriesland,Kreis,Oldersbek,,10.82,761,403,358,70,25873,"9,166728","54,446436"
Schleswig-Holstein,Nordfriesland,Kreis,Olderup,,9.94,454,221,233,46,25860,"9,112117","54,538167"
Schleswig-Holstein,Nordfriesland,Kreis,Ostenfeld (Husum),,27.67,1558,758,800,56,25872,"9,230675","54,462866"
Schleswig-Holstein,Nordfriesland,Kreis,Ramstedt,,5.42,432,215,217,80,25876,"9,167101","54,399905"
Schleswig-Holstein,Nordfriesland,Kreis,Rantrum,,13.69,1995,975,1020,146,25873,"9,129606","54,44052"
Schleswig-Holstein,Nordfriesland,Kreis,Schwabstedt,,19.64,1363,667,696,69,25876,"9,185238","54,395651"
Schleswig-Holstein,Nordfriesland,Kreis,Seeth,,13.76,1908,1078,830,139,25878,"9,163079","54,365824"
Schleswig-Holstein,Nordfriesland,Kreis,Simonsberg,,17.48,826,410,416,47,25813,"8,97196","54,436567"
Schleswig-Holstein,Nordfriesland,Kreis,Süderhöft,,2.60,16,9,7,6,25876,"9,2423","54,381912"
Schleswig-Holstein,Nordfriesland,Kreis,Südermarsch,,30.23,140,67,73,5,25813,"9,08199","54,425929"
Schleswig-Holstein,Nordfriesland,Kreis,Uelvesbüll,,10.23,296,148,148,29,25889,"8,935322","54,415443"
Schleswig-Holstein,Nordfriesland,Kreis,Winnert,,18.88,725,362,363,38,25887,"9,201381","54,433243"
Schleswig-Holstein,Nordfriesland,Kreis,Wisch,,3.05,109,53,56,36,25876,"9,154149","54,408531"
Schleswig-Holstein,Nordfriesland,Kreis,Wittbek,,19.91,800,408,392,40,25872,"9,204139","54,473433"
Schleswig-Holstein,Nordfriesland,Kreis,Witzwort,,28.14,1043,522,521,37,25889,"8,984464","54,399484"
Schleswig-Holstein,Nordfriesland,Kreis,Wobbenbüll,,1.69,461,237,224,273,25856,"8,992516","54,530418"
Schleswig-Holstein,Nordfriesland,Kreis,Ahrenshöft,,8.79,556,264,292,63,25853,"9,068097","54,559394"
Schleswig-Holstein,Nordfriesland,Kreis,Almdorf,,5.70,539,269,270,95,25821,"9,015622","54,581075"
Schleswig-Holstein,Nordfriesland,Kreis,Bargum,,17.29,662,336,326,38,25842,"8,947267","54,704209"
Schleswig-Holstein,Nordfriesland,Kreis,Bohmstedt,,13.35,820,417,403,61,25853,"9,043841","54,581229"
Schleswig-Holstein,Nordfriesland,Kreis,Bordelum,,34.71,2066,1018,1048,60,25852,"8,924922","54,635913"
Schleswig-Holstein,Nordfriesland,Kreis,Bredstedt, Stadt,9.75,5763,2776,2987,591,25821,"8,963468","54,618658"
Schleswig-Holstein,Nordfriesland,Kreis,Breklum,,10.07,2355,1122,1233,234,25821,"8,982127","54,605121"
Schleswig-Holstein,Nordfriesland,Kreis,Drelsdorf,,17.70,1292,653,639,73,25853,"9,041284","54,60599"
Schleswig-Holstein,Nordfriesland,Kreis,Goldebek,,10.18,388,196,192,38,25862,"9,145818","54,678836"
Schleswig-Holstein,Nordfriesland,Kreis,Goldelund,,12.02,408,216,192,34,25862,"9,107425","54,678411"
Schleswig-Holstein,Nordfriesland,Kreis,Högel,,16.28,487,247,240,30,25858,"9,056667","54,643538"
Schleswig-Holstein,Nordfriesland,Kreis,Joldelund,,19.12,837,394,443,44,25862,"9,139662","54,652937"
Schleswig-Holstein,Nordfriesland,Kreis,Kolkerheide,,2.10,84,55,29,40,25862,"9,130775","54,620407"
Schleswig-Holstein,Nordfriesland,Kreis,Langenhorn,,47.40,3351,1617,1734,71,25842,"8,933726","54,681709"
Schleswig-Holstein,Nordfriesland,Kreis,Lütjenholm,,10.71,346,181,165,32,25842,"9,021561","54,684136"
Schleswig-Holstein,Nordfriesland,Kreis,Ockholm,,18.64,320,162,158,17,25842,"8,827553","54,665128"
Schleswig-Holstein,Nordfriesland,Kreis,Sönnebüll,,4.29,314,159,155,73,25821,"8,995888","54,63119"
Schleswig-Holstein,Nordfriesland,Kreis,Struckum,,8.92,1020,497,523,114,25821,"8,996888","54,584711"
Schleswig-Holstein,Nordfriesland,Kreis,Vollstedt,,6.18,194,105,89,31,25821,"9,032722","54,623717"
Schleswig-Holstein,Ostholstein,Kreis,Ahrensbök,,95.37,8212,3922,4290,86,23623,"10,573059","54,011094"
Schleswig-Holstein,Ostholstein,Kreis,Bad Schwartau, Stadt,18.39,19953,9267,10686,1085,23611,"10,695909","53,920431"
Schleswig-Holstein,Ostholstein,Kreis,Bosau,,64.25,3379,1684,1695,53,23715,"10,429901","54,104439"
Schleswig-Holstein,Ostholstein,Kreis,Dahme,,9.11,1229,575,654,135,23747,"11,08163","54,223661"
Schleswig-Holstein,Ostholstein,Kreis,Eutin, Stadt,41.38,17256,8216,9040,417,23701,"10,614962","54,138933"
Schleswig-Holstein,Ostholstein,Kreis,Grömitz,,51.09,6839,3275,3564,134,23743,"10,961258","54,149015"
Schleswig-Holstein,Ostholstein,Kreis,Grube,,20.21,1076,494,582,53,23749,"11,03599","54,23209"
Schleswig-Holstein,Ostholstein,Kreis,Heiligenhafen, Stadt,18.32,9485,4585,4900,518,23774,"10,974623","54,373048"
Schleswig-Holstein,Ostholstein,Kreis,Kellenhusen (Ostsee),,8.17,1181,552,629,145,23746,"11,060024","54,190749"
Schleswig-Holstein,Ostholstein,Kreis,Malente,,69.07,10881,5285,5596,158,23714,"10,554871","54,171225"
Schleswig-Holstein,Ostholstein,Kreis,Neustadt in Holstein, Stadt,19.73,15622,7444,8178,792,23730,"10,818579","54,107322"
Schleswig-Holstein,Ostholstein,Kreis,Oldenburg in Holstein, Stadt,39.69,9830,4780,5050,248,23758,"10,88815","54,293241"
Schleswig-Holstein,Ostholstein,Kreis,Ratekau,,59.62,15404,7543,7861,258,23626,"10,735075","53,947822"
Schleswig-Holstein,Ostholstein,Kreis,Stockelsdorf,,56.70,16338,7880,8458,288,23617,"10,649799","53,889315"
Schleswig-Holstein,Ostholstein,Kreis,Süsel,,75.29,5016,2470,2546,67,23701,"10,717998","54,076679"
Schleswig-Holstein,Ostholstein,Kreis,Timmendorfer Strand,,20.13,8356,3879,4477,415,23669,"10,770247","53,99638"
Schleswig-Holstein,Ostholstein,Kreis,Scharbeutz,,52.54,11607,5564,6043,221,23683,"10,750232","54,022793"
Schleswig-Holstein,Ostholstein,Kreis,Fehmarn, Stadt,185.50,13254,6408,6846,71,23769,"11,197614","54,4387"
Schleswig-Holstein,Ostholstein,Kreis,Göhl,,21.24,1111,555,556,52,23758,"10,941851","54,284726"
Schleswig-Holstein,Ostholstein,Kreis,Gremersdorf,,45.76,1627,837,790,36,23758,"10,927673","54,332831"
Schleswig-Holstein,Ostholstein,Kreis,Großenbrode,,20.99,2188,1010,1178,104,23775,"11,08427","54,369696"
Schleswig-Holstein,Ostholstein,Kreis,Heringsdorf,,29.55,1136,567,569,38,23777,"11,003697","54,300432"
Schleswig-Holstein,Ostholstein,Kreis,Neukirchen,,28.60,1186,589,597,41,23779,"11,015153","54,323811"
Schleswig-Holstein,Ostholstein,Kreis,Wangels,,67.12,2186,1096,1090,33,23758,"10,763598","54,271569"
Schleswig-Holstein,Ostholstein,Kreis,Beschendorf,,8.54,581,268,313,68,23738,"10,873043","54,182743"
Schleswig-Holstein,Ostholstein,Kreis,Damlos,,9.24,626,305,321,68,23738,"10,907708","54,243016"
Schleswig-Holstein,Ostholstein,Kreis,Harmsdorf,,17.82,685,350,335,38,23738,"10,828509","54,243787"
Schleswig-Holstein,Ostholstein,Kreis,Kabelhorst,,5.79,414,199,215,72,23738,"10,921118","54,215844"
Schleswig-Holstein,Ostholstein,Kreis,Lensahn,,27.70,5064,2407,2657,183,23738,"10,883304","54,217545"
Schleswig-Holstein,Ostholstein,Kreis,Manhagen,,9.63,378,184,194,39,23738,"10,913686","54,194999"
Schleswig-Holstein,Ostholstein,Kreis,Riepsdorf,,25.81,951,485,466,37,23738,"10,969732","54,22536"
Schleswig-Holstein,Ostholstein,Kreis,Altenkrempe,,36.64,1090,534,556,30,23730,"10,825665","54,13298"
Schleswig-Holstein,Ostholstein,Kreis,Kasseedorf,,33.92,1425,718,707,42,23717,"10,72002","54,164947"
Schleswig-Holstein,Ostholstein,Kreis,Schashagen,,41.46,1951,995,956,47,23730,"10,883528","54,134271"
Schleswig-Holstein,Ostholstein,Kreis,Schönwalde am Bungsberg,,39.12,2529,1250,1279,65,23744,"10,753453","54,187361"
Schleswig-Holstein,Ostholstein,Kreis,Sierksdorf,,19.50,1483,730,753,76,23730,"10,768366","54,066261"
Schleswig-Holstein,Pinneberg,Kreis,Barmstedt, Stadt,17.17,10378,5069,5309,604,25355,"9,768595","53,790385"
Schleswig-Holstein,Pinneberg,Kreis,Bönningstedt,,12.05,4545,2234,2311,377,25474,"9,906267","53,662295"
Schleswig-Holstein,Pinneberg,Kreis,Elmshorn, Stadt,21.36,51486,25405,26081,2410,25335,"9,655259","53,754958"
Schleswig-Holstein,Pinneberg,Kreis,Halstenbek,,12.58,18018,8803,9215,1432,25469,"9,837557","53,633617"
Schleswig-Holstein,Pinneberg,Kreis,Hasloh,,11.07,3923,1919,2004,354,25474,"9,91173","53,694023"
Schleswig-Holstein,Pinneberg,Kreis,Helgoland,,4.21,1237,601,636,294,27498,"7,887147","54,181561"
Schleswig-Holstein,Pinneberg,Kreis,Pinneberg, Stadt,21.54,44662,21898,22764,2073,25421,"9,796428","53,661209"
Schleswig-Holstein,Pinneberg,Kreis,Quickborn, Stadt,43.16,22526,10903,11623,522,25451,"9,898034","53,728836"
Schleswig-Holstein,Pinneberg,Kreis,Rellingen,,13.18,14877,7263,7614,1129,25462,"9,829654","53,652131"
Schleswig-Holstein,Pinneberg,Kreis,Schenefeld, Stadt,9.99,19728,9573,10155,1975,22869,"9,822462","53,600982"
Schleswig-Holstein,Pinneberg,Kreis,Tornesch, Stadt,20.61,14460,7085,7375,702,25436,"9,711965","53,697658"
Schleswig-Holstein,Pinneberg,Kreis,Uetersen, Stadt,11.43,18574,9087,9487,1625,25436,"9,662396","53,684196"
Schleswig-Holstein,Pinneberg,Kreis,Wedel, Stadt,33.81,34716,16797,17919,1027,22880,"9,697314","53,583806"
