Gemeinde;Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
1;Hannover, Landeshauptstadt (Teil);300749;34909;11.607353640411107
2;Aachen, Stadt;140952;0;0.0
2;Abtsgmünd;5025;1101;21.91044776119403
2;Achtelsbach;159;42;26.41509433962264
2;Aglasterhausen;2952;761;25.779132791327914
2;Ahlerstedt;2987;661;22.129226648811517
2;Ahnsbeck;844;188;22.274881516587676
2;Ahrbrück;340;76;22.352941176470587
2;Ahrenshoop, Ostseebad;301;76;25.249169435215947
2;Ahrenshöft;309;54;17.475728155339805
2;Aichelberg;866;223;25.750577367205544
2;Albbruck;4494;1036;23.052959501557634
2;Albessen;73;25;34.24657534246575
2;Aldingen;4052;1395;34.427443237907205
2;Alfeld (Leine), Stadt;11562;2165;18.725134059851236
2;Alflen;267;62;23.220973782771537
2;Alfstedt;511;91;17.80821917808219
2;Allenfeld;90;18;20.0
2;Allensbach;4675;542;11.593582887700535
2;Allmendingen;2903;710;24.45745780227351
2;Alpirsbach, Stadt;3714;943;25.39041464728056
2;Alsdorf;537;134;24.953445065176908
2;Alsdorf (einschl. Kaschenbach);143;34;23.776223776223777
2;Alsheim;954;292;30.60796645702306
2;Alt Bukow;246;96;39.02439024390244
2;Alt Tellin;179;82;45.81005586592179
2;Alt Zachun;217;80;36.866359447004605
2;Alt-Mölln;398;98;24.623115577889447
2;Altdorf;3330;535;16.066066066066067
2;Altenberga;498;228;45.78313253012048
2;Altenbeuthen;135;91;67.4074074074074
2;Altendiez;741;197;26.58569500674764
2;Altenhagen;174;106;60.91954022988506
2;Altenkrempe;568;106;18.661971830985916
2;Altweidelbach;127;18;14.173228346456693
2;Alveslohe;1411;312;22.1119773210489
2;Am Mellensee;5088;2040;40.094339622641506
2;Amelinghausen;1917;386;20.13562858633281
2;Andisleben;358;169;47.20670391061452
2;Angelburg;2143;611;28.511432571161922
2;Anhausen;898;221;24.610244988864142
2;Ankum;3409;940;27.57406864183045
2;Antrifttal;1317;302;22.93090356871678
2;Apelern;1288;291;22.593167701863354
2;Arkebek (einschl. Schrum);170;32;18.823529411764707
2;Armstorf;406;86;21.182266009852217
2;Arnis, Stadt;153;1;0.6535947712418301
2;Asbach-Sickenberg;67;19;28.35820895522388
2;Asendorf;2529;504;19.9288256227758
2;Aspisheim;353;71;20.113314447592067
2;Au am Rhein;2296;459;19.99128919860627
2;Ayl;458;93;20.305676855895197
2;Babenhausen, Stadt;9615;1937;20.14560582423297
2;Bad Arolsen, Stadt;9485;2059;21.707959936742224
2;Bad Bevensen, Stadt;4316;836;19.369786839666357
2;Bad Dürkheim, Stadt;11840;1746;14.746621621621621
2;Bad Grund (Harz);5224;1037;19.850689127105667
2;Bad Harzburg, Stadt;13340;2814;21.09445277361319
2;Bad Hersfeld, Kreisstadt;16067;3772;23.476691354951143
2;Bad Karlshafen, Stadt;2043;405;19.823788546255507
2;Bad Kleinen;1842;768;41.693811074918564
2;Bad Münder am Deister, Stadt;10983;2107;19.18419375398343
2;Bad Nauheim, Stadt;18701;2771;14.817389444414736
2;Bad Schwalbach, Kreisstadt;6007;1162;19.344098551689694
2;Bad Soden-Salmünster, Stadt;7934;2126;26.79606755734812
2;Bad Zwischenahn;19874;2777;13.973030089564254
2;Baddeckenstedt;1548;373;24.09560723514212
2;Bahlingen am Kaiserstuhl;2935;422;14.378194207836456
2;Balingen, Stadt;20729;4979;24.019489603936513
2;Baltrum;334;41;12.275449101796408
2;Bann;1483;386;26.02832097100472
2;Barmissen;91;16;17.582417582417584
2;Barmstedt, Stadt;6576;1090;16.57542579075426
2;Barsinghausen, Stadt;21816;3753;17.202970297029704
2;Barwedel;581;112;19.27710843373494
2;Basberg;47;1;2.127659574468085
2;Bawinkel;1406;188;13.37126600284495
2;Beierstedt;167;43;25.748502994011975
2;Beindersheim;1057;319;30.179754020813622
2;Bensheim, Stadt;25159;3932;15.628602090703128
2;Berg (Pfalz);1349;253;18.754633061527056
2;Berkatal;1053;196;18.61348528015195
2;Bevern, Flecken;1768;454;25.67873303167421
2;Biebertal;6824;1226;17.966002344665885
2;Binnen;564;94;16.666666666666668
2;Bischoffen;2157;525;24.339360222531294
2;Bischofsheim;7052;1054;14.946114577424844
2;Bispingen;4377;633;14.461960246744345
2;Blender;1565;271;17.31629392971246
2;Bodenfelde, Flecken;1941;470;24.214322514167954
2;Borkum, Stadt;2916;385;13.203017832647463
2;Brake (Unterweser), Stadt;8703;1740;19.993105825577388
2;Brechen;4236;719;16.973559962228517
2;Burghaun, Marktgemeinde;4423;1017;22.993443364232423
2;Busenberg;406;99;24.38423645320197
2;Bösel;5001;1176;23.51529694061188
2;Clenze, Flecken;990;169;17.07070707070707
2;Colnrade;389;75;19.28020565552699
2;Damme, Stadt;10399;1908;18.3479180690451
2;Dreieich, Stadt;23250;3118;13.410752688172042
2;Dunum;562;145;25.800711743772244
2;Edermünde;5009;976;19.484927131163904
2;Emlichheim;3348;360;10.75268817204301
2;Eppstein, Stadt;8197;1105;13.480541661583507
2;Friedrichsdorf, Philipp-Reis-Stadt;15139;1818;12.008719202060902
2;Grasberg;5376;850;15.811011904761905
2;Hohenhameln;6248;1310;20.96670934699104
3;Adelmannsfelden;1258;329;26.15262321144674
3;Agethorst;106;15;14.150943396226415
3;Ahrenviöl;300;55;18.333333333333332
3;Aichstetten;1821;445;24.43712246018671
3;Aland;904;386;42.69911504424779
3;Albershausen;2716;636;23.416789396170838
3;Algermissen;5653;1069;18.910313108084203
3;Allenbach;300;77;25.666666666666668
3;Allmersbach im Tal;3104;728;23.45360824742268
3;Alsenz;864;220;25.462962962962962
3;Alt Duvenstedt;1028;188;18.28793774319066
3;Alt Sührkow;225;85;37.77777777777778
3;Altefähr;661;248;37.518910741301056
3;Altenahr;450;75;16.666666666666668
3;Altenbamberg;314;63;20.063694267515924
3;Altenglan;957;327;34.1692789968652
3;Altenhof;207;107;51.690821256038646
3;Altlay;196;53;27.040816326530614
3;Altlußheim;3796;910;23.972602739726028
3;Altscheid;50;3;6.0
3;Altwarp, Fischerdorf;253;134;52.96442687747036
3;Alzey, Stadt;10636;2355;22.14178262504701
3;Anderlingen;502;62;12.350597609561753
3;Andernach, Stadt;17439;4138;23.728424794999714
3;Apensen;2214;396;17.88617886178862
3;Arenrath;137;39;28.467153284671532
3;Argenthal;622;174;27.974276527331188
3;Armstedt;253;56;22.134387351778656
3;Artlenburg, Flecken;987;289;29.2806484295846
3;Asbach;4863;960;19.740900678593462
3;Asperg, Stadt;7533;1220;16.19540687641046
3;Attenhausen;150;39;26.0
3;Au;1058;95;8.979206049149338
3;Auetal;4226;1107;26.194983435873166
3;Aumühle;1340;139;10.373134328358208
3;Averlak;333;139;41.74174174174174
3;Bacharach, Stadt;664;141;21.234939759036145
3;Bad Berka, Stadt;4728;1673;35.38494077834179
3;Bad Camberg, Stadt;8963;1284;14.325560638179182
3;Bad Dürrheim, Stadt;7991;1897;23.739206607433363
3;Bad Endbach;4894;1401;28.626890069472825
3;Bad Essen;9928;2240;22.562449637389204
3;Bad Frankenhausen/Kyffhäuser, Stadt;6123;2988;48.799608035276826
3;Bad Klosterlausnitz;2362;790;33.44623200677392
3;Bad Köstritz, Stadt;1885;926;49.12466843501326
3;Bad Langensalza, Stadt;10628;3965;37.30711328566052
3;Bad Lauterberg im Harz, Stadt;6399;1405;21.956555711829974
3;Bad Pyrmont, Stadt;11178;2510;22.454821971730183
3;Bad Salzungen, Stadt;9687;4567;47.145659130793845
3;Bad Vilbel, Stadt;21077;2304;10.931346965886986
3;Bad Wildungen, Stadt;10060;2493;24.781312127236582
3;Badendorf;516;116;22.48062015503876
3;Bahrenborstel;514;64;12.45136186770428
3;Baldringen;132;24;18.181818181818183
3;Balow;176;62;35.22727272727273
3;Bannberscheid;257;50;19.455252918287936
3;Barnekow;362;154;42.5414364640884
3;Barsbek;322;57;17.70186335403727
3;Barum;416;74;17.78846153846154
3;Battenberg (Pfalz);170;27;15.882352941176471
3;Baunatal, Stadt;17378;3887;22.36736103118886
3;Bebra, Stadt;7815;1758;22.495201535508638
3;Beedenbostel;515;110;21.359223300970875
3;Beesten;1015;98;9.655172413793103
3;Beinerstadt;179;97;54.18994413407821
3;Beinhausen;41;14;34.146341463414636
3;Bendestorf;1122;172;15.329768270944742
3;Bergfeld;474;112;23.628691983122362
3;Berlingerode;644;290;45.03105590062112
3;Berumbur;1812;428;23.620309050772626
3;Bevern;348;56;16.091954022988507
3;Biblis;5585;1454;26.03401969561325
3;Bickenbach;3695;573;15.507442489851151
3;Biebergemünd;5499;1256;22.840516457537735
3;Biederbach;1167;200;17.13796058269066
3;Birkenheide;2078;477;22.954764196342637
3;Bodenwerder, Münchhausenstadt;2258;573;25.37643932683791
3;Braunfels, Stadt;6978;1709;24.491258240183434
3;Brensbach;3285;785;23.896499238964992
3;Brinkum;423;71;16.78486997635934
3;Bruchmühlbach-Miesau;4289;1363;31.778969456749824
3;Burgdorf, Stadt;19401;3016;15.54559043348281
3;Buseck;8451;1586;18.76700982132292
3;Butjadingen;4066;651;16.01082144613871
3;Böblingen, Stadt;25089;4787;19.080074933237675
3;Böhme;507;122;24.06311637080868
3;Bücken, Flecken;1163;218;18.74462596732588
3;Büttelborn;8549;1383;16.177330681951105
3;Cappeln (Oldenburg);4305;1110;25.78397212543554
3;Clausen;334;125;37.4251497005988
3;Damnatz;178;16;8.98876404494382
3;Dassel, Stadt;6363;1157;18.183246896118185
3;Dinklage, Stadt;8160;1398;17.13235294117647
3;Dipperz;2490;535;21.485943775100402
3;Dobitschen;255;129;50.588235294117645
3;Dörverden;5558;1213;21.82439726520331
3;Dötlingen;4343;825;18.996085655077135
3;Egelsbach;6834;1113;16.286215978928887
3;Eltville am Rhein, Stadt;10790;1327;12.298424467099165
3;Engden;228;21;9.210526315789474
3;Eschborn, Stadt;11509;1534;13.328699278825267
3;Eschwege, Kreisstadt;11374;2240;19.694039036398806
3;Esens, Stadt;3440;598;17.38372093023256
3;Feldatal;1631;365;22.378908645003065
3;Felsberg, Stadt;6875;1578;22.952727272727273
3;Glashütten;3335;531;15.922038980509745
3;Hambergen;2838;615;21.67019027484144
4;Ahaus, Stadt;25487;3331;13.069407933456272
4;Ahlen, Stadt;28845;5622;19.490379615184608
4;Ahrenviölfeld;126;19;15.079365079365079
4;Aitern;343;49;14.285714285714286
4;Aitrach;1750;365;20.857142857142858
4;Aldenhoven;8240;2034;24.684466019417474
4;Alfter;15238;2018;13.243207770048564
4;Alpen;9188;1319;14.35568132346539
4;Alsdorf, Stadt;23901;0;0.0
4;Altbach;3314;615;18.55763427881714
4;Altena, Stadt;9550;2223;23.277486910994764
4;Altenbeken;5890;1343;22.801358234295417
4;Altenberge;7088;595;8.394469525959368
4;Altenhof;107;10;9.345794392523365
4;Altenkirchen;888;406;45.72072072072072
4;Altenmoor;133;11;8.270676691729323
4;Altentreptow, Stadt;2114;1023;48.39167455061495
4;Altheim;384;84;21.875
4;Althütte;2780;862;31.007194244604317
4;Altkalen;374;230;61.49732620320856
4;Altstrimmig;147;35;23.80952380952381
4;Altwigshagen;180;79;43.888888888888886
4;Ammeldingen an der Our (in Wallendorf enthalten);0;0;
4;Anröchte;6881;1572;22.845516640023252
4;Anschau;128;22;17.1875
4;Antweiler;191;36;18.848167539267017
4;Argenschwang;125;32;25.6
4;Armsheim;1053;250;23.741690408357076
4;Arnsberg, Stadt;45065;7673;17.026517252856983
4;Arnstadt, Stadt;15751;6496;41.24182591581487
4;Asbach;33;6;18.181818181818183
4;Ascheberg;10337;1215;11.753893779626583
4;Attendorn, Hansestadt;14595;2376;16.27954779033916
4;Auel;62;7;11.290322580645162
4;Auggen;1684;310;18.40855106888361
4;Augustdorf;5182;1949;37.61096101891162
4;Auhagen;674;149;22.106824925816024
4;Bachenberg;33;4;12.121212121212121
4;Bad Berleburg, Stadt;12086;2591;21.438027469799767
4;Bad Bramstedt, Stadt;8865;1687;19.029892836999437
4;Bad Driburg, Stadt;11983;2651;22.12300759409163
4;Bad Hönningen, Stadt;3327;568;17.07243763149985
4;Bad Iburg, Stadt;7292;930;12.753702687877126
4;Bad Münstereifel, Stadt;12205;2274;18.631708316263826
4;Bad Oeynhausen, Stadt;28817;5879;20.401152097720097
4;Bad Oldesloe, Stadt;14806;2450;16.54734567067405
4;Bad Sachsa, Stadt;4376;1157;26.439670932358318
4;Bad Schwartau, Stadt;13536;2165;15.994385342789599
4;Bad Sulza, Stadt;4219;1969;46.6698269732164
4;Bad Tennstedt, Stadt;1114;547;49.10233393177738
4;Badenheim;290;61;21.03448275862069
4;Baiersbronn;8517;1654;19.41998356228719
4;Balje;662;119;17.97583081570997
4;Bandenitz;296;124;41.891891891891895
4;Barchfeld-Immelborn;2987;1248;41.78105122196183
4;Bardowick, Flecken;3475;666;19.165467625899282
4;Barenburg, Flecken;560;138;24.642857142857142
4;Bargenstedt;510;127;24.901960784313726
4;Basdahl;876;166;18.949771689497716
4;Battenberg (Eder), Stadt;3377;844;24.992596979567665
4;Bausendorf;522;177;33.9080459770115
4;Bayerfeld-Steckweiler;252;71;28.174603174603174
4;Bedburg, Stadt;15499;2978;19.21414284792567
4;Bedburg-Hau;8295;1240;14.948764315852923
4;Behrensdorf (Ostsee);324;41;12.654320987654321
4;Bekond;396;54;13.636363636363637
4;Belum;424;108;25.471698113207548
4;Benz;275;134;48.72727272727273
4;Bergen, Stadt;8113;1702;20.978676198693456
4;Bergisch Gladbach, Stadt;69853;7275;10.41472807180794
4;Bergkamen, Stadt;27494;6479;23.565141485415
4;Bergneustadt, Stadt;10039;2467;24.57416077298536
4;Berlingen;101;21;20.792079207920793
4;Bibra;170;90;52.94117647058823
4;Biedenkopf, Stadt;7614;1637;21.49986866298923
4;Bienenbüttel;4779;782;16.36325591127851
4;Bienstädt;376;143;38.03191489361702
4;Bilsen;401;127;31.67082294264339
4;Birkenau;6221;1153;18.533997749557948
4;Birkenfeld;6103;1685;27.609372439783712
4;Birstein;4028;1257;31.206554121151935
4;Bischofrod;98;54;55.10204081632653
4;Bissersheim;207;53;25.603864734299517
4;Bobenheim-Roxheim;5963;1451;24.333389233607246
4;Bockhorst;525;103;19.61904761904762
4;Boffzen;1169;228;19.503849443969205
4;Bokensdorf;635;169;26.614173228346456
4;Bondorf;3698;669;18.090859924283397
4;Borgholzhausen, Stadt;5527;1105;19.992762800796093
4;Brackel;892;157;17.60089686098655
4;Breckerfeld, Hansestadt;6062;1258;20.752226987792806
4;Breitenbach a. Herzberg;1092;244;22.344322344322343
4;Breitscheid;2992;737;24.63235294117647
4;Breuberg, Stadt;3751;753;20.074646760863768
4;Breuna;2504;475;18.96964856230032
4;Brüggen, Burggemeinde;10174;1702;16.728916846864557
4;Burgdorf;1243;332;26.70957361222848
4;Burgwedel, Stadt;14091;1903;13.505074160811866
4;Bäk (einschl. Römnitz);461;67;14.533622559652928
4;Bärenthal;298;82;27.516778523489933
4;Büdingen, Stadt;12900;3502;27.147286821705425
4;Bünde, Stadt;27217;6167;22.65863247235184
4;Castrop-Rauxel, Stadt;42940;9284;21.620866325104796
4;Cloppenburg, Stadt;19037;5000;26.264642538215053
4;Coppenbrügge, Flecken;4752;939;19.76010101010101
4;Dahn, Stadt;1051;297;28.258801141769744
4;Danndorf;1286;344;26.749611197511665
4;Dannenberg (Elbe), Stadt;3193;706;22.11086752270592
4;Dieburg, Stadt;9423;1259;13.36092539530935
4;Diepenau, Flecken;1901;413;21.72540768016833
4;Dormagen, Stadt;37882;6567;17.335409957235626
4;Dornburg;5262;1182;22.462941847206384
4;Dünsen;652;162;24.846625766871167
4;Ebersburg;3253;718;22.07193359975407
4;Edewecht;14838;2627;17.704542391157837
4;Elsfleth, Stadt;5723;1145;20.006989341254588
4;Emtinghausen;836;189;22.607655502392344
4;Enkenbach-Alsenborn;2180;671;30.779816513761467
4;Erkelenz, Stadt;29202;5470;18.731593726457092
4;Erkrath, Fundort des Neanderthalers, Stadt;25969;4369;16.823905425699873
4;Erlenbach bei Kandel;302;84;27.814569536423843
4;Esche;296;26;8.783783783783784
4;Eversmeer;417;123;29.496402877697843
4;Fernwald;4563;731;16.020162174008327
4;Flörsheim am Main, Stadt;12353;2195;17.768963004938072
4;Freiensteinau;2227;631;28.33408172429277
4;Frielendorf, Marktflecken;4911;1393;28.36489513337406
4;Geisenheim, Hochschulstadt;7219;1213;16.802881285496607
4;Gernsheim, Schöfferstadt;6523;1242;19.040318871684807
4;Goldenstedt;6178;1143;18.501133052767887
4;Großalmerode, Stadt;4150;1067;25.710843373493976
4;Grävenwiesbach;3130;695;22.20447284345048
4;Hainburg;8567;1664;19.423368740515933
4;Holste;775;187;24.129032258064516
5;Ahrensfelde;10327;3737;36.18669507117266
5;Aken (Elbe), Stadt;4802;2011;41.87838400666389
5;Alkersum;219;21;9.58904109589041
5;Alleshausen;283;46;16.25441696113074
5;Alsleben (Saale), Stadt;1478;730;49.39106901217862
5;Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch;260;134;51.53846153846154
5;Altdorf;1140;203;17.80701754385965
5;Altenholz;6910;654;9.464544138929089
5;Altenpleen;476;307;64.49579831932773
5;Altheim (Alb);1155;304;26.32034632034632
5;Altshausen;2210;469;21.221719457013574
5;Am Salzhaff;282;108;38.297872340425535
5;Ammeldingen bei Neuerburg;79;11;13.924050632911392
5;Ankershagen, Schliemanngemeinde;304;157;51.64473684210526
5;Anklam, Hansestadt;7076;3348;47.31486715658564
5;Appenweier;6356;1283;20.185651353052233
